Nimi;Muutettu;Määrä(Tuote);Määrä;Viimeinen käyttöpäivä;barcode tuote;Lot;Varasto
Abbott MINI TREK 1.20 mm x 06 mm/RX (70513G1915609);8.11.2017 14:35;1;"";30.4.2020;08717648138027;70513G1915609;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 06 mm/RX (71123G1913165);21.3.2018 14:18;1;"";31.10.2020;08717648138027;71123G1913165;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 08 mm/RX (61123G1913441);19.5.2017 12:48;1;"";31.10.2019;08717648138034;61123G1913441;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 08 mm/RX (61123G1913626);8.12.2017 11:13;-1;"";31.10.2019;08717648138034;61123G1913626;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 08 mm/RX (70306G1914083);13.6.2017 10:22;1;"";29.2.2020;08717648138034;70306G1914083;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 08 mm/RX (71130G1916147);13.4.2018 9:27;1;"";31.10.2020;08717648138034;71130G1916147;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (50810G1);21.2.2017 14:21;1;"";31.7.2018;08717648138041;50810G1;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (70222G1914049);1.9.2017 13:22;-1;"";31.1.2020;08717648138041;70222G1914049;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (70222G1915786);24.5.2017 10:02;1;"";31.1.2020;08717648138041;70222G1915786;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (70609G1914950);28.2.2018 14:46;-1;"";31.5.2020;08717648138041;70609G1914950;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (70609G1915718);19.9.2017 13:03;1;"";31.5.2020;08717648138041;70609G1915718;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (70926G1914637);12.12.2017 14:37;1;"";31.8.2020;08717648138041;70926G1914637;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (71113G1913960);28.2.2018 14:49;1;"";31.10.2020;08717648138041;71113G1913960;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (80209G1916368);8.5.2018 13:29;1;"";31.1.2021;08717648138041;80209G1916368;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (80209G1916369);9.5.2018 13:21;1;"";31.1.2021;08717648138041;80209G1916369;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 15 mm/RX (40912G1);4.10.2017 14:07;-1;"";31.8.2017;08717648138058;40912G1;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 15 mm/RX (70130G1914869);8.3.2017 14:50;1;"";31.12.2019;08717648138058;70130G1914869;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 15 mm/RX (70130G1915278);23.4.2018 10:53;-1;"";31.12.2019;08717648138058;70130G1915278;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 15 mm/RX (70509G1913775);13.10.2017 14:03;1;"";30.4.2020;08717648138058;70509G1913775;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 15 mm/RX (80115G1914468);13.4.2018 9:28;1;"";31.12.2020;08717648138058;80115G1914468;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 15 mm/RX (80115G1914576);23.4.2018 10:57;1;"";31.12.2020;08717648138058;80115G1914576;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70308G1915044);1.9.2017 13:22;-1;"";29.2.2020;08717648138096;70308G1915044;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70308G1915084);13.6.2017 10:22;1;"";29.2.2020;08717648138096;70308G1915084;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70727G1913612);15.11.2017 13:15;-1;"";30.6.2020;08717648138096;70727G1913612;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70727G1913613);13.10.2017 14:03;1;"";30.6.2020;08717648138096;70727G1913613;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70809G1918416);18.10.2017 13:28;-1;"";31.7.2020;08717648138096;70809G1918416;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70913G1914323);13.3.2018 14:30;-1;"";31.8.2020;08717648138096;70913G1914323;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70913G1914337);15.11.2017 13:17;1;"";31.8.2020;08717648138096;70913G1914337;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (71115G1916913);13.3.2018 14:33;1;"";31.10.2020;08717648138096;71115G1916913;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (80102G1913875);29.3.2018 13:22;1;"";31.12.2020;08717648138096;80102G1913875;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 15 mm/RX (70619G1913474);10.10.2017 13:30;-2;"";31.5.2020;08717648138102;70619G1913474;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 15 mm/RX (70619G1913477);28.9.2017 11:07;1;"";31.5.2020;08717648138102;70619G1913477;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 15 mm/RX (70619G1913766);19.9.2017 13:03;1;"";31.5.2020;08717648138102;70619G1913766;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 15 mm/RX (80209G1916238);18.4.2018 14:17;1;"";31.1.2021;08717648138102;80209G1916238;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (61126G3914844);19.5.2017 12:45;-3;"";31.10.2019;08717648138140;61126G3914844;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (61126G3916981);8.3.2017 14:50;1;"";31.10.2019;08717648138140;61126G3916981;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (61126G3916984);6.4.2017 14:27;1;"";31.10.2019;08717648138140;61126G3916984;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (61126G3916992);8.3.2017 14:50;1;"";31.10.2019;08717648138140;61126G3916992;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70120G1916965);30.3.2017 11:54;-1;"";31.12.2019;08717648138140;70120G1916965;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70120G1917019);22.3.2017 14:33;1;"";31.12.2019;08717648138140;70120G1917019;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70123G1917201);6.6.2017 11:34;-1;"";31.12.2019;08717648138140;70123G1917201;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70123G1917202);9.5.2017 13:40;1;"";31.12.2019;08717648138140;70123G1917202;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70214G1914420);12.9.2017 12:39;-1;"";31.1.2020;08717648138140;70214G1914420;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70214G1914431);11.5.2017 13:35;1;"";31.1.2020;08717648138140;70214G1914431;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70222G1913683);12.9.2017 12:39;-1;"";31.1.2020;08717648138140;70222G1913683;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70222G1915400);19.5.2017 12:48;1;"";31.1.2020;08717648138140;70222G1915400;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70327G1915853);4.9.2017 12:41;-1;"";29.2.2020;08717648138140;70327G1915853;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70327G1915926);6.6.2017 11:38;1;"";29.2.2020;08717648138140;70327G1915926;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70717G2917338);10.10.2017 13:29;-1;"";30.6.2020;08717648138140;70717G2917338;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70717G2917346);1.9.2017 13:49;1;"";30.6.2020;08717648138140;70717G2917346;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70731G1916695);20.10.2017 15:07;-1;"";30.6.2020;08717648138140;70731G1916695;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70731G1916697);12.9.2017 12:37;1;"";30.6.2020;08717648138140;70731G1916697;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70904G1914052);7.11.2017 14:08;-1;"";31.8.2020;08717648138140;70904G1914052;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70904G1914054);16.10.2017 9:47;1;"";31.8.2020;08717648138140;70904G1914054;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70911G1916181);6.2.2018 14:40;-1;"";31.8.2020;08717648138140;70911G1916181;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70911G1916242);20.10.2017 15:09;1;"";31.8.2020;08717648138140;70911G1916242;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70922G1916239);22.1.2018 13:16;-1;"";31.8.2020;08717648138140;70922G1916239;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70922G1916243);6.11.2017 13:59;1;"";31.8.2020;08717648138140;70922G1916243;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (71002G1915987);22.2.2018 14:13;-1;"";30.9.2020;08717648138140;71002G1915987;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (71002G1915988);7.11.2017 14:10;1;"";30.9.2020;08717648138140;71002G1915988;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (71116G2914430);21.3.2018 14:27;-1;"";31.10.2020;08717648138140;71116G2914430;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (71116G2914983);12.1.2018 11:13;1;"";31.10.2020;08717648138140;71116G2914983;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (71130G1914476);8.2.2018 11:25;1;"";31.10.2020;08717648138140;71130G1914476;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (71130G1914477);6.2.2018 14:42;1;"";31.10.2020;08717648138140;71130G1914477;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (71130G1914479);9.5.2018 13:40;-2;"";31.10.2020;08717648138140;71130G1914479;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (71130G2914632);28.2.2018 14:49;1;"";31.10.2020;08717648138140;71130G2914632;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (71207G2916036);13.3.2018 14:34;1;"";30.11.2020;08717648138140;71207G2916036;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (71211G2914437);21.3.2018 14:33;1;"";30.11.2020;08717648138140;71211G2914437;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (80222G2917288);9.5.2018 13:23;1;"";31.1.2021;08717648138140;80222G2917288;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (80222G2917290);9.5.2018 13:21;1;"";31.1.2021;08717648138140;80222G2917290;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (80313G1913337);9.5.2018 13:45;1;"";28.2.2021;08717648138140;80313G1913337;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (51123G2);21.2.2017 14:21;1;"";31.10.2018;08717648138157;51123G2;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (61222G1914089);5.5.2017 13:12;-1;"";30.11.2019;08717648138157;61222G1914089;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (61222G1915197);9.5.2017 13:38;-1;"";30.11.2019;08717648138157;61222G1915197;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (61222G1915227);8.3.2017 14:48;1;"";30.11.2019;08717648138157;61222G1915227;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (61222G1915231);8.3.2017 14:48;1;"";30.11.2019;08717648138157;61222G1915231;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (61223G1913559);19.4.2017 14:30;-2;"";30.11.2019;08717648138157;61223G1913559;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (61223G1914129);28.4.2017 13:44;1;"";30.11.2019;08717648138157;61223G1914129;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (61223G1914310);14.3.2017 13:26;1;"";30.11.2019;08717648138157;61223G1914310;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70104G2914128);31.5.2017 11:22;-1;"";31.12.2019;08717648138157;70104G2914128;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70104G2914130);4.5.2017 14:59;1;"";31.12.2019;08717648138157;70104G2914130;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70213G1914713);31.5.2017 11:23;-1;"";31.1.2020;08717648138157;70213G1914713;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70213G1916420);9.5.2017 13:40;1;"";31.1.2020;08717648138157;70213G1916420;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70301G1916219);22.6.2017 13:11;-1;"";29.2.2020;08717648138157;70301G1916219;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70301G1916442);16.5.2017 14:01;1;"";29.2.2020;08717648138157;70301G1916442;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70328G1914457);29.6.2017 10:34;-2;"";29.2.2020;08717648138157;70328G1914457;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70328G1914561);31.5.2017 11:24;1;"";29.2.2020;08717648138157;70328G1914561;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70328G1914566);16.6.2017 15:02;1;"";29.2.2020;08717648138157;70328G1914566;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70408G1917178);12.9.2017 12:39;-1;"";31.3.2020;08717648138157;70408G1917178;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70419G1913851);10.7.2017 14:40;-2;"";31.3.2020;08717648138157;70419G1913851;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70419G1913888);29.6.2017 10:35;1;"";31.3.2020;08717648138157;70419G1913888;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70419G1914680);28.6.2017 12:28;1;"";31.3.2020;08717648138157;70419G1914680;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70512G1914838);16.8.2017 9:38;-2;"";30.4.2020;08717648138157;70512G1914838;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70512G1915774);11.7.2017 11:17;1;"";30.4.2020;08717648138157;70512G1915774;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70512G1915782);11.7.2017 11:17;1;"";30.4.2020;08717648138157;70512G1915782;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70512G1915792);10.7.2017 14:41;1;"";30.4.2020;08717648138157;70512G1915792;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70608G1913056);8.9.2017 14:30;-1;"";31.5.2020;08717648138157;70608G1913056;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70608G1913057);16.8.2017 9:41;1;"";31.5.2020;08717648138157;70608G1913057;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70613G1915057);8.9.2017 14:29;-1;"";31.5.2020;08717648138157;70613G1915057;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70613G1915075);28.8.2017 9:35;1;"";31.5.2020;08717648138157;70613G1915075;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70629G1914057);22.9.2017 15:01;-1;"";31.5.2020;08717648138157;70629G1914057;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70629G1914990);8.9.2017 14:35;1;"";31.5.2020;08717648138157;70629G1914990;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70705G1913413);18.10.2017 13:27;-1;"";30.6.2020;08717648138157;70705G1913413;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70705G1916407);19.9.2017 13:05;1;"";30.6.2020;08717648138157;70705G1916407;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70817G1913510);27.10.2017 11:19;-1;"";31.7.2020;08717648138157;70817G1913510;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70817G1913522);16.10.2017 9:46;1;"";31.7.2020;08717648138157;70817G1913522;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70904G1915180);21.11.2017 14:23;-1;"";31.8.2020;08717648138157;70904G1915180;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70904G1915184);27.10.2017 11:22;1;"";31.8.2020;08717648138157;70904G1915184;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70918G1913277);13.12.2017 13:32;-1;"";31.8.2020;08717648138157;70918G1913277;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70918G1913287);6.11.2017 13:58;1;"";31.8.2020;08717648138157;70918G1913287;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (71013G1913547);17.1.2018 12:29;-1;"";30.9.2020;08717648138157;71013G1913547;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (71013G1914290);12.12.2017 14:35;1;"";30.9.2020;08717648138157;71013G1914290;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (71130G1914666);6.3.2018 9:27;-3;"";31.10.2020;08717648138157;71130G1914666;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (71130G1914668);5.2.2018 14:14;1;"";31.10.2020;08717648138157;71130G1914668;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (71130G1914669);6.2.2018 11:15;1;"";31.10.2020;08717648138157;71130G1914669;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (71130G1914671);6.2.2018 14:42;1;"";31.10.2020;08717648138157;71130G1914671;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (80122G1914191);26.3.2018 10:59;1;"";31.12.2020;08717648138157;80122G1914191;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (80122G1914192);4.5.2018 14:50;-1;"";31.12.2020;08717648138157;80122G1914192;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (80205G3917023);13.4.2018 9:27;1;"";31.1.2021;08717648138157;80205G3917023;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (80228G1916091);4.5.2018 15:02;1;"";31.1.2021;08717648138157;80228G1916091;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (80301G1915233);9.5.2018 13:17;1;"";28.2.2021;08717648138157;80301G1915233;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (80301G1916471);9.5.2018 13:17;1;"";28.2.2021;08717648138157;80301G1916471;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (61007G1);21.2.2017 14:23;1;"";30.9.2019;08717648138164;61007G1;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (61126G1);29.6.2017 14:42;-1;"";31.10.2019;08717648138164;61126G1;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (61208G1916411);9.5.2017 13:38;-2;"";30.11.2019;08717648138164;61208G1916411;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (61208G1916417);14.3.2017 13:27;1;"";30.11.2019;08717648138164;61208G1916417;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (61208G1916498);3.3.2017 14:19;1;"";30.11.2019;08717648138164;61208G1916498;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70315G1914735);29.6.2017 10:34;-1;"";29.2.2020;08717648138164;70315G1914735;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70508G1916444);1.9.2017 13:22;-2;"";30.4.2020;08717648138164;70508G1916444;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70508G1916448);6.7.2017 13:04;1;"";30.4.2020;08717648138164;70508G1916448;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70508G1916450);29.6.2017 14:47;1;"";30.4.2020;08717648138164;70508G1916450;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70508G1916451);27.6.2017 9:17;1;"";30.4.2020;08717648138164;70508G1916451;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70717G2914883);5.12.2017 14:48;-1;"";30.6.2020;08717648138164;70717G2914883;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70717G2914890);20.10.2017 15:09;1;"";30.6.2020;08717648138164;70717G2914890;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70727G1915776);28.9.2017 11:06;-2;"";30.6.2020;08717648138164;70727G1915776;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70727G1915784);5.9.2017 11:13;1;"";30.6.2020;08717648138164;70727G1915784;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70929G1915723);12.12.2017 14:32;-1;"";31.8.2020;08717648138164;70929G1915723;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (70929G1915752);15.11.2017 13:18;1;"";31.8.2020;08717648138164;70929G1915752;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (71011G2913973);2.1.2018 14:26;-1;"";30.9.2020;08717648138164;71011G2913973;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (71011G2913974);12.12.2017 14:36;1;"";30.9.2020;08717648138164;71011G2913974;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (71102G2915943);10.1.2018 13:13;-1;"";31.10.2020;08717648138164;71102G2915943;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (71102G2916824);19.12.2017 14:48;1;"";31.10.2020;08717648138164;71102G2916824;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (71113G1916316);5.2.2018 14:06;-1;"";31.10.2020;08717648138164;71113G1916316;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (71113G1916317);2.1.2018 14:29;1;"";31.10.2020;08717648138164;71113G1916317;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (71205G1915969);21.3.2018 14:27;-1;"";30.11.2020;08717648138164;71205G1915969;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (71205G1916262);15.2.2018 10:59;1;"";30.11.2020;08717648138164;71205G1916262;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (80109G1916245);26.3.2018 10:46;1;"";31.12.2020;08717648138164;80109G1916245;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (80222G1914409);17.4.2018 13:15;1;"";31.1.2021;08717648138164;80222G1914409;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (80226G2914804);25.4.2018 14:37;1;"";31.1.2021;08717648138164;80226G2914804;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 25 mm/RX (60819G1914675);19.4.2017 14:31;1;"";31.7.2019;08717648138171;60819G1914675;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 25 mm/RX (70628G1916999);6.2.2018 14:55;1;"";31.5.2020;08717648138171;70628G1916999;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 30 mm/RX (61213G1913543);8.3.2017 14:48;1;"";30.11.2019;08717648138188;61213G1913543;Jorvi Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 30 mm/RX (70113G1915246);22.3.2017 14:33;1;"";31.12.2019;08717648138188;70113G1915246;Jorvi Kaupintavarasto TREK
Abbott MINI TREK II 1.50 mm x 6 mm / OTW (60115G1913079);24.5.2017 10:02;1;"";31.12.2018;08717648180804;60115G1913079;Jorvi Kaupintavarasto TREK
Abbott MINI TREK II 1.50 mm x 6 mm / OTW (60115G1913165);22.11.2017 14:32;1;"";31.12.2018;08717648180804;60115G1913165;Jorvi Kaupintavarasto TREK
Abbott MINI TREK ll 1.20 mm x 12 mm / OTW (50730G1);30.3.2017 11:54;-1;"";30.6.2018;08717648180774;50730G1;Jorvi Kaupintavarasto TREK
Abbott MINI TREK ll 1.20 mm x 12 mm / OTW (61111G1913671);6.3.2018 9:35;1;"";31.10.2019;08717648180774;61111G1913671;Jorvi Kaupintavarasto TREK
Abbott MINI TREK ll 1.20 mm x 12 mm / OTW (61111G1914058);30.3.2017 11:56;1;"";31.10.2019;08717648180774;61111G1914058;Jorvi Kaupintavarasto TREK
Abbott MINI TREK ll 1.20 mm x 15 mm / OTW (51005G1);21.2.2017 14:28;1;"";30.9.2018;08717648180781;51005G1;Jorvi Kaupintavarasto TREK
