Nimi;Muutettu;Määrä(Tuote);Määrä;Viimeinen käyttöpäivä;barcode tuote;Lot;Varasto
Abbott TREK 2.75 mm x 30 mm/RX (51118G1);21.2.2017 14:25;1;"";31.10.2018;08717648138393;51118G1;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 08 mm/RX (60825G1);10.3.2017 15:31;1;"";31.7.2019;08717648138416;60825G1;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 12 mm/RX (61219G1913386);16.8.2017 9:38;-1;"";30.11.2019;08717648138423;61219G1913386;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 12 mm/RX (61219G1914214);6.4.2017 14:27;1;"";30.11.2019;08717648138423;61219G1914214;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 12 mm/RX (70215G1914563);11.5.2017 13:35;1;"";31.1.2020;08717648138423;70215G1914563;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 12 mm/RX (70628G1916306);23.4.2018 10:54;-1;"";31.5.2020;08717648138423;70628G1916306;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 12 mm/RX (70628G1916308);31.8.2017 8:07;1;"";31.5.2020;08717648138423;70628G1916308;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 12 mm/RX (70914G1916611);12.12.2017 14:37;1;"";31.8.2020;08717648138423;70914G1916611;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 12 mm/RX (80111G1913015);23.4.2018 10:57;1;"";31.12.2020;08717648138423;80111G1913015;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 12 mm/RX (80220G1917005);23.4.2018 10:57;1;"";31.1.2021;08717648138423;80220G1917005;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 15 mm/RX (61220G1914260);22.6.2017 13:11;-1;"";30.11.2019;08717648138430;61220G1914260;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 15 mm/RX (61220G1916261);8.3.2017 14:31;1;"";30.11.2019;08717648138430;61220G1916261;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 15 mm/RX (61220G1917138);8.3.2017 14:48;1;"";30.11.2019;08717648138430;61220G1917138;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 15 mm/RX (70318G1913322);14.8.2017 8:03;-1;"";29.2.2020;08717648138430;70318G1913322;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 15 mm/RX (70412G1913195);16.10.2017 9:41;-2;"";31.3.2020;08717648138430;70412G1913195;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 15 mm/RX (70412G1915269);22.6.2017 13:15;1;"";31.3.2020;08717648138430;70412G1915269;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 15 mm/RX (71128G1917035);5.2.2018 14:13;1;"";31.10.2020;08717648138430;71128G1917035;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 15 mm/RX (80226G1913959);3.5.2018 10:10;1;"";31.1.2021;08717648138430;80226G1913959;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 15 mm/RX (80226G1916740);9.5.2018 13:17;1;"";31.1.2021;08717648138430;80226G1916740;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 15 mm/RX (80226G1917053);4.5.2018 15:04;1;"";31.1.2021;08717648138430;80226G1917053;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 20 mm/RX (70105G1913208);28.8.2017 9:33;-1;"";31.12.2019;08717648138447;70105G1913208;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 20 mm/RX (70411G1913762);6.7.2017 13:04;1;"";31.3.2020;08717648138447;70411G1913762;Jorvi Kaupintavarasto TREK
Abbott TREK 3.0 mm x 20 mm/RX (70717G2913851);20.10.2017 15:10;1;"";30.6.2020;08717648138447;70717G2913851;Jorvi Kaupintavarasto TREK
Abbott TREK 3.50 mm x 08 mm/RX (60826G1);21.2.2017 14:27;1;"";31.7.2019;08717648138553;60826G1;Jorvi Kaupintavarasto TREK
Abbott TREK 3.50 mm x 12 mm/RX (60527G1);21.2.2017 14:27;1;"";30.4.2019;08717648138560;60527G1;Jorvi Kaupintavarasto TREK
Abbott TREK 3.50 mm x 12 mm/RX (60912G2);18.12.2017 11:30;1;"";31.8.2019;08717648138560;60912G2;Jorvi Kaupintavarasto TREK
Abbott TREK 3.50 mm x 12 mm/RX (60912G2913262);18.12.2017 11:35;1;"";31.8.2019;08717648138560;60912G2913262;Jorvi Kaupintavarasto TREK
Abbott TREK 3.50 mm x 12 mm/RX (71010G1914892);9.5.2018 13:43;1;"";30.9.2020;08717648138560;71010G1914892;Jorvi Kaupintavarasto TREK
Abbott TREK 3.50 mm x 15 mm/RX (71024G1914292);29.3.2018 13:21;1;"";30.9.2020;08717648138577;71024G1914292;Jorvi Kaupintavarasto TREK
Abbott TREK 3.50 mm x 20 mm/RX (61123G1913715);12.7.2017 10:00;1;"";31.10.2019;08717648138584;61123G1913715;Jorvi Kaupintavarasto TREK
Abbott TREK 3.50 mm x 25 mm/RX (51019G1);21.2.2017 14:26;1;"";30.9.2018;08717648138591;51019G1;Jorvi Kaupintavarasto TREK
Abbott TREK 4.0 mm x 08 mm/RX (40808G1);21.2.2017 14:26;1;"";31.7.2017;08717648138690;40808G1;Jorvi Kaupintavarasto TREK
Abbott TREK 4.0 mm x 12 mm/RX (70216G1914343);6.3.2018 9:34;1;"";31.1.2020;08717648138706;70216G1914343;Jorvi Kaupintavarasto TREK
Abbott TREK 4.0 mm x 15 mm/RX (50321G1);21.2.2017 14:28;1;"";28.2.2018;08717648138713;50321G1;Jorvi Kaupintavarasto TREK
Abbott TREK 4.0 mm x 20 mm/RX (50317G1);21.2.2017 14:28;1;"";28.2.2018;08717648138720;50317G1;Jorvi Kaupintavarasto TREK
Abbott Xience 3.5 mm x 33 mm (6111741915188);19.4.2017 14:42;-1;"";28.11.2019;08717648161896;6111741915188;Jorvi Kaupintavarasto TREK
Abbott Xience PRO 48 2.5 mm x 48 mm (6121541915027);19.4.2017 14:42;-1;"";2.1.2020;08717648191671;6121541915027;Jorvi Kaupintavarasto TREK
Abbott Xience PRO 48 3.0 mm x 48 mm (6110941915072);19.4.2017 14:42;-1;"";15.11.2019;08717648191688;6110941915072;Jorvi Kaupintavarasto TREK
Abbott Xience PRO 48 3.0 mm x 48 mm (6110941915081);19.4.2017 14:42;-1;"";15.11.2019;08717648191688;6110941915081;Jorvi Kaupintavarasto TREK
Abbott Xience PRO 48 3.5 mm x 48 mm (6083141915957);19.4.2017 14:42;-1;"";11.9.2019;08717648191695;6083141915957;Jorvi Kaupintavarasto TREK
Abbott Xience PRO 48 3.5 mm x 48 mm (6083141916162);19.4.2017 14:42;-1;"";11.9.2019;08717648191695;6083141916162;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.5 mm x 12 mm (6122041915482);19.4.2017 14:42;-1;"";11.1.2020;08717648164125;6122041915482;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.5 mm x 15 mm (7020141915620);19.4.2017 14:46;-1;"";6.2.2020;08717648164132;7020141915620;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.5 mm x 18 mm (6112441915966);19.4.2017 14:46;-1;"";30.11.2019;08717648164149;6112441915966;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.5 mm x 23 mm (6112341915178);19.4.2017 14:46;-1;"";5.12.2019;08717648164156;6112341915178;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.5 mm x 28 mm (6102641915096);19.4.2017 14:46;-1;"";1.11.2019;08717648164163;6102641915096;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.5 mm x 33 mm (7011741915268);14.8.2017 8:02;-1;"";24.1.2020;08717648164170;7011741915268;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.75 mm x 12 mm (6121441915645);19.4.2017 14:46;-1;"";3.1.2020;08717648164224;6121441915645;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.75 mm x 15 mm (6111541915274);19.4.2017 14:46;-1;"";23.11.2019;08717648164231;6111541915274;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.75 mm x 23 mm (7011241915151);19.4.2017 14:50;-1;"";17.1.2020;08717648164255;7011241915151;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.75 mm x 28 mm (7011141915626);19.4.2017 14:50;-1;"";17.1.2020;08717648164262;7011141915626;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 2.75 mm x 33 mm (7012441915422);19.4.2017 14:50;-1;"";7.2.2020;08717648164279;7012441915422;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 3.0 mm 33 mm (6113041915472);19.4.2017 14:50;-1;"";9.12.2019;08717648164378;6113041915472;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 3.0 mm x 15 mm (7012741915244);19.4.2017 14:50;-1;"";7.2.2020;08717648164330;7012741915244;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 3.0 mm x 18 mm (7013041916139);19.4.2017 14:50;-2;"";6.2.2020;08717648164347;7013041916139;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 3.0 mm x 18 mm (7013041916219);19.4.2017 14:50;-1;"";6.2.2020;08717648164347;7013041916219;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 3.0 mm x 18 mm (7013041916220);19.4.2017 14:50;-1;"";6.2.2020;08717648164347;7013041916220;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 3.0 mm x 28 mm (7013141915346);19.4.2017 14:53;-1;"";12.2.2020;08717648164361;7013141915346;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 3.0 mm x 38 mm (6111641915221);19.4.2017 14:53;-1;"";21.11.2019;08717648164385;6111641915221;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 3.5 mm x 12 mm (7020941915687);19.4.2017 14:53;-1;"";19.2.2020;08717648161841;7020941915687;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 3.5 mm x 15 mm (6121941915635);19.4.2017 14:54;-1;"";9.1.2020;08717648161858;6121941915635;Jorvi Kaupintavarasto TREK
Abbott Xience PROX 3.5 mm x 23 mm (6122241915939);19.4.2017 14:54;-1;"";11.1.2020;08717648161872;6122241915939;Jorvi Kaupintavarasto TREK
