"Juturna-vq PTA balloon catheter 0.035""";8 mm x 120 mm, shaft 80cm;08PVQ080120APO;04051649122116;55;75;;08PVQ080120APO;04051649122116
"Juturna-vq PTA balloon catheter 0.035""";8 mm x 150 mm, shaft 80cm;08PVQ080150APO;04051649122239;55;75;;08PVQ080150APO;04051649122239
"Juturna-vq PTA balloon catheter 0.035""";8 mm x 200 mm, shaft 80cm;08PVQ080200APO;04051649122475;55;75;;08PVQ080200APO;04051649122475
"Juturna-vq PTA balloon catheter 0.035""";8 mm x 220 mm, shaft 80cm;08PVQ080220APO;04051649154704;55;75;;08PVQ080220APO;04051649154704
"Juturna-vq PTA balloon catheter 0.035""";8 mm x 280 mm, shaft 80cm;08PVQ080280APO;04051649122710;55;75;;08PVQ080280APO;04051649122710
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 10 mm, shaft 80cm;08PVQ090010APO;04051649121164;55;75;;08PVQ090010APO;04051649121164
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 15 mm, shaft 80cm;08PVQ090015APO;04051649121287;55;75;;08PVQ090015APO;04051649121287
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 20 mm, shaft 80cm;08PVQ090020APO;04051649121409;55;75;;08PVQ090020APO;04051649121409
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 30 mm, shaft 80cm;08PVQ090030APO;04051649121522;55;75;;08PVQ090030APO;04051649121522
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 40 mm, shaft 80cm;08PVQ090040APO;04051649121645;55;75;;08PVQ090040APO;04051649121645
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 60 mm, shaft 80cm;08PVQ090060APO;04051649121768;55;75;;08PVQ090060APO;04051649121768
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 80 mm, shaft 80cm;08PVQ090080APO;04051649121881;55;75;;08PVQ090080APO;04051649121881
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 100 mm, shaft 80cm;08PVQ090100APO;04051649122000;55;75;;08PVQ090100APO;04051649122000
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 120 mm, shaft 80cm;08PVQ090120APO;04051649122123;55;75;;08PVQ090120APO;04051649122123
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 150 mm, shaft 80cm;08PVQ090150APO;04051649122246;55;75;;08PVQ090150APO;04051649122246
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 200 mm, shaft 80cm;08PVQ090200APO;04051649122482;55;75;;08PVQ090200APO;04051649122482
"Juturna-vq PTA balloon catheter 0.035""";9 mm x 220 mm, shaft 80cm;08PVQ090220APO;04051649154711;55;75;;08PVQ090220APO;04051649154711
