Nimi;Muutettu;Määrä(Tuote);Määrä;Viimeinen käyttöpäivä;barcode tuote;Lot;Varasto
Abbott TREK 2.50 mm x 30 mm/RX (71117G1913666);12.1.2018 11:26;1;"";31.10.2020;08717648138324;71117G1913666;lappeenranta TREK kaupintavarasto
Abbott TREK 2.50 mm x 30 mm/RX (71117G1913694);16.2.2018 11:02;1;"";31.10.2020;08717648138324;71117G1913694;lappeenranta TREK kaupintavarasto
Abbott TREK 2.50 mm x 30 mm/RX (71128G1914026);2.3.2018 14:37;1;"";31.10.2020;08717648138324;71128G1914026;lappeenranta TREK kaupintavarasto
Abbott TREK 2.50 mm x 30 mm/RX (80108G1915584);8.5.2018 16:18;1;"";31.12.2020;08717648138324;80108G1915584;lappeenranta TREK kaupintavarasto
Abbott TREK 2.50 mm x 30 mm/RX (80316G1914545);28.5.2018 14:45;1;"";28.2.2021;08717648138324;80316G1914545;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 08 mm/RX (50827G1);20.6.2017 9:09;1;"";18.7.2031;08717648138416;50827G1;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 12 mm/RX (70426G1915647);11.8.2017 13:58;1;"";31.3.2020;08717648138423;70426G1915647;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 12 mm/RX (71017G1916837);19.1.2018 13:10;1;"";30.9.2020;08717648138423;71017G1916837;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 15 mm/RX (70306G1);11.9.2017 15:11;-2;"";20.2.2029;08717648138430;70306G1;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 15 mm/RX (71109G1914737);28.3.2018 13:15;-2;"";31.10.2020;08717648138430;71109G1914737;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 15 mm/RX (71109G1914741);17.1.2018 13:40;1;"";31.10.2020;08717648138430;71109G1914741;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 15 mm/RX (71109G1914742);17.1.2018 14:02;1;"";31.10.2020;08717648138430;71109G1914742;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 15 mm/RX (80226G1913955);8.5.2018 16:15;1;"";31.1.2021;08717648138430;80226G1913955;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 15 mm/RX (80226G1913966);8.5.2018 16:20;1;"";31.1.2021;08717648138430;80226G1913966;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 15 mm/RX (80407G1914052);28.5.2018 14:42;1;"";31.3.2021;08717648138430;80407G1914052;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 15 mm/RX (80407G1914110);22.5.2018 14:08;1;"";31.3.2021;08717648138430;80407G1914110;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 20 mm/RX (70127G1);11.9.2017 15:11;-1;"";19.12.2031;08717648138447;70127G1;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 20 mm/RX (70717G1913559);19.10.2017 14:50;-2;"";30.6.2020;08717648138447;70717G1913559;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 20 mm/RX (70717G1916470);21.9.2017 15:09;1;"";30.6.2020;08717648138447;70717G1916470;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 20 mm/RX (70717G1916472);21.9.2017 15:09;1;"";30.6.2020;08717648138447;70717G1916472;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 20 mm/RX (80209G1913861);24.4.2018 10:28;1;"";31.1.2021;08717648138447;80209G1913861;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 20 mm/RX (80209G1913919);27.4.2018 13:33;1;"";31.1.2021;08717648138447;80209G1913919;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 20 mm/RX (80214G2914730);28.5.2018 14:41;1;"";31.1.2021;08717648138447;80214G2914730;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 30 mm/RX (61012G1);29.8.2017 10:30;-1;"";19.9.2030;08717648138461;61012G1;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 30 mm/RX (61012G1914509);24.8.2017 15:04;1;"";30.9.2019;08717648138461;61012G1914509;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 30 mm/RX (70130G1913593);1.12.2017 12:52;-1;"";31.12.2019;08717648138461;70130G1913593;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 30 mm/RX (70130G1913627);29.8.2017 10:35;1;"";31.12.2019;08717648138461;70130G1913627;lappeenranta TREK kaupintavarasto
Abbott TREK 3.0 mm x 30 mm/RX (70328G1915465);13.4.2018 14:00;1;"";29.2.2020;08717648138461;70328G1915465;lappeenranta TREK kaupintavarasto
