Nimi;Muutettu;Määrä(Tuote);Määrä;Viimeinen käyttöpäivä;barcode tuote;Lot;Varasto
Abbott Xience PROX 3.5 mm x 28 mm (7082341915194);14.11.2017 13:28;1;"";4.9.2020;08717648161889;7082341915194;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7082341915399);30.11.2017 13:19;-1;"";4.9.2020;08717648161889;7082341915399;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7082341915403);28.12.2017 12:53;-1;"";4.9.2020;08717648161889;7082341915403;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7082341915863);28.12.2017 13:01;1;"";4.9.2020;08717648161889;7082341915863;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7082341916346);30.11.2017 13:29;1;"";4.9.2020;08717648161889;7082341916346;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (8020141915410);28.5.2018 9:54;1;"";11.2.2021;08717648161889;8020141915410;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (8020141915571);6.4.2018 13:17;1;"";11.2.2021;08717648161889;8020141915571;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (8020141915614);27.4.2018 12:23;-1;"";11.2.2021;08717648161889;8020141915614;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 38 mm (7111441915034);23.1.2018 10:13;1;"";20.11.2020;08717648161902;7111441915034;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 38 mm (7111441915162);16.5.2018 11:09;-1;"";20.11.2020;08717648161902;7111441915162;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 38 mm (7111441916006);28.2.2018 10:24;1;"";20.11.2020;08717648161902;7111441916006;Peijas BMXP BMX6
Abbott Xience PROX 3.5 mm x 38 mm (8010441915181);16.5.2018 12:11;1;"";10.1.2021;08717648161902;8010441915181;Peijas BMXP BMX6
BioMatrix Alpha 2.5 x 36 mm (W16120082);1.2.2017 14:02;1;"";13.12.2017;08888893018751;W16120082;Peijas BMXP BMX6
BioMatrix Alpha 2.50 x 19 mm (W16120337);15.2.2017 14:03;1;"";28.12.2017;08888893018713;W16120337;Peijas BMXP BMX6
BioMatrix Alpha 2.50 x 24 mm (W16100597);1.2.2017 14:02;1;"";2.11.2017;08888893018720;W16100597;Peijas BMXP BMX6
BioMatrix Alpha 2.50 x 29 mm (W16120074);15.2.2017 14:03;1;"";13.12.2017;08888893018737;W16120074;Peijas BMXP BMX6
BioMatrix Alpha 3.00 x 14 mm (W16040547D);21.11.2017 14:07;1;"";3.5.2018;08888893018843;W16040547D;Peijas BMXP BMX6
BioMatrix Alpha 3.00 x 14 mm (W17020159);24.3.2017 9:57;1;"";14.2.2018;08888893018843;W17020159;Peijas BMXP BMX6
BioMatrix Alpha 3.00 x 19 mm (W16100609);7.12.2017 14:16;1;"";2.11.2017;08888893018850;W16100609;Peijas BMXP BMX6
BioMatrix Alpha 3.00 x 19 mm (W16120357);10.3.2017 13:53;1;"";28.12.2017;08888893018850;W16120357;Peijas BMXP BMX6
BioMatrix Alpha 3.00 x 19 mm (W17030442);7.12.2017 14:25;1;"";29.3.2019;08888893018850;W17030442;Peijas BMXP BMX6
BioMatrix Alpha 3.00 x 24 mm (W16030306);17.10.2016 14:20;2;"";21.3.2017;08888893018867;W16030306;Peijas BMXP BMX6
BioMatrix Alpha 3.00 x 29 mm (W16120364);1.2.2017 14:02;1;"";28.12.2017;08888893018874;W16120364;Peijas BMXP BMX6
BioMatrix Alpha 3.00 x 36 mm (W16120080);25.1.2017 13:22;1;"";13.12.2017;08888893018898;W16120080;Peijas BMXP BMX6
BioMatrix Alpha 3.5 x 14 mm (W16030054);29.9.2016 10:58;1;"";7.3.2017;08888893018911;W16030054;Peijas BMXP BMX6
BioMatrix Alpha 3.5 x 14 mm (W16050105D);12.12.2017 14:03;1;"";9.5.2018;08888893018911;W16050105D;Peijas BMXP BMX6
BioMatrix Alpha 3.5 x 19 mm (W16100594);28.2.2017 12:48;1;"";2.11.2017;08888893018928;W16100594;Peijas BMXP BMX6
BioMatrix Alpha 3.5 x 19 mm (W17020161);23.3.2017 13:14;1;"";14.2.2018;08888893018928;W17020161;Peijas BMXP BMX6
BioMatrix Alpha 3.5 x 24 mm (W16030570);29.9.2016 10:58;1;"";4.4.2017;08888893018935;W16030570;Peijas BMXP BMX6
BioMatrix Alpha 3.5 x 24 mm (W16040359D);27.4.2017 14:49;1;"";25.4.2018;08888893018935;W16040359D;Peijas BMXP BMX6
BioMatrix Alpha 3.5 x 29 mm (W16020335);29.9.2016 10:58;1;"";7.3.2017;08888893018942;W16020335;Peijas BMXP BMX6
BioMatrix Alpha 3.5 x 33 mm (W17020103);30.3.2017 14:35;1;"";6.2.2018;08888893018959;W17020103;Peijas BMXP BMX6
BioMatrix Alpha 3.5 x 36 mm (W16120084);1.2.2017 14:02;1;"";13.12.2017;08888893018966;W16120084;Peijas BMXP BMX6
Abbott MINI TREK 1.20 mm x 08 mm/RX (61123G1);18.10.2017 14:32;-1;"";31.10.2019;08717648138034;61123G1;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 08 mm/RX (61123G1913703);28.3.2017 10:34;1;"";31.10.2019;08717648138034;61123G1913703;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 08 mm/RX (70606G1913262);18.10.2017 14:42;1;"";31.5.2020;08717648138034;70606G1913262;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 08 mm/RX (71130G1913213);15.2.2018 8:57;1;"";31.10.2020;08717648138034;71130G1913213;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 08 mm/RX (71130G1913214);15.2.2018 9:01;1;"";31.10.2020;08717648138034;71130G1913214;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (70908G1914478);12.12.2017 14:03;1;"";31.8.2020;08717648138041;70908G1914478;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (70908G1917187);28.12.2017 12:55;-1;"";31.8.2020;08717648138041;70908G1917187;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 12 mm/RX (80209G1914537);17.5.2018 11:35;1;"";31.1.2021;08717648138041;80209G1914537;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 15 mm/RX (60518G1);21.2.2017 14:38;1;"";30.4.2019;08717648138058;60518G1;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 15 mm/RX (61111G1);7.12.2017 14:14;-1;"";31.10.2019;08717648138058;61111G1;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 15 mm/RX (80115G1914574);13.4.2018 11:08;1;"";31.12.2020;08717648138058;80115G1914574;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.20 mm x 20 mm/RX (60606G1);21.2.2017 14:38;1;"";31.5.2019;08717648138065;60606G1;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 08 mm/RX (60830G2);12.4.2017 13:33;-2;"";31.7.2019;08717648138089;60830G2;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 08 mm/RX (71124G1913958);23.5.2018 14:43;1;"";31.10.2020;08717648138089;71124G1913958;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (61108G1);28.3.2017 10:33;-4;"";31.10.2019;08717648138096;61108G1;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (61123G1);26.5.2017 14:18;-3;"";31.10.2019;08717648138096;61123G1;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (61123G1913753);10.5.2017 15:00;-1;"";31.10.2019;08717648138096;61123G1913753;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (61123G1914452);3.5.2017 13:13;1;"";31.10.2019;08717648138096;61123G1914452;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70130G1914139);2.8.2017 13:04;-2;"";31.12.2019;08717648138096;70130G1914139;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70130G1914142);26.5.2017 14:21;1;"";31.12.2019;08717648138096;70130G1914142;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70130G1914145);26.5.2017 14:21;1;"";31.12.2019;08717648138096;70130G1914145;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70601G1913451);15.9.2017 9:51;-2;"";31.5.2020;08717648138096;70601G1913451;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70601G1915759);15.8.2017 8:13;1;"";31.5.2020;08717648138096;70601G1915759;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70601G1915763);16.8.2017 13:31;1;"";31.5.2020;08717648138096;70601G1915763;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70809G1916494);4.10.2017 13:41;1;"";31.7.2020;08717648138096;70809G1916494;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70809G1916686);13.10.2017 14:18;-2;"";31.7.2020;08717648138096;70809G1916686;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (70809G1916691);4.10.2017 13:41;1;"";31.7.2020;08717648138096;70809G1916691;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (71024G1916290);8.1.2018 13:24;1;"";30.9.2020;08717648138096;71024G1916290;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (71115G1913693);8.2.2018 12:38;1;"";31.10.2020;08717648138096;71115G1913693;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (71115G1916285);15.2.2018 8:45;-1;"";31.10.2020;08717648138096;71115G1916285;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 12 mm/RX (80302G1914332);23.5.2018 14:43;1;"";28.2.2021;08717648138096;80302G1914332;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 15 mm/RX (70526G1914078);12.9.2017 13:11;-1;"";30.4.2020;08717648138102;70526G1914078;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 15 mm/RX (70526G1915175);31.8.2017 15:18;1;"";30.4.2020;08717648138102;70526G1915175;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 15 mm/RX (71011G1914734);23.5.2018 14:33;-2;"";30.9.2020;08717648138102;71011G1914734;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 15 mm/RX (71011G1914736);10.1.2018 12:56;1;"";30.9.2020;08717648138102;71011G1914736;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 15 mm/RX (80302G1915451);29.5.2018 13:09;1;"";28.2.2021;08717648138102;80302G1915451;Peijas Kaupintavarasto TREK
Abbott MINI TREK 1.50 mm x 20 mm/RX (80122G1913694);8.5.2018 14:50;1;"";31.12.2020;08717648138119;80122G1913694;Peijas Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 08 mm/RX (40919G1);21.2.2017 14:39;1;"";31.8.2017;08717648138133;40919G1;Peijas Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 08 mm/RX (70906G1913651);16.11.2017 12:25;1;"";31.8.2020;08717648138133;70906G1913651;Peijas Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (61126G3914857);10.3.2017 13:52;-1;"";31.10.2019;08717648138140;61126G3914857;Peijas Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70904G1914050);19.12.2017 13:01;-1;"";31.8.2020;08717648138140;70904G1914050;Peijas Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 12 mm/RX (70922G1916261);7.11.2017 12:38;1;"";31.8.2020;08717648138140;70922G1916261;Peijas Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70104G1913497);4.4.2017 13:46;-1;"";31.12.2019;08717648138157;70104G1913497;Peijas Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 15 mm/RX (70711G2917118);4.10.2017 13:39;1;"";30.6.2020;08717648138157;70711G2917118;Peijas Kaupintavarasto TREK
Abbott MINI TREK 2.0 mm x 20 mm/RX (50724G1);21.2.2017 14:40;1;"";30.6.2018;08717648138164;50724G1;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (51202G1);11.8.2017 14:45;-4;"";30.11.2018;08717648151590;51202G1;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (51202G1913618);7.6.2017 13:47;1;"";30.11.2018;08717648151590;51202G1913618;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (51202G1913661);13.4.2017 11:01;1;"";30.11.2018;08717648151590;51202G1913661;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (70222G1913024);18.10.2017 14:40;1;"";31.1.2020;08717648151590;70222G1913024;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (70222G1913690);30.8.2017 14:56;-1;"";31.1.2020;08717648151590;70222G1913690;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (70801G1913525);23.2.2018 14:36;1;"";31.7.2020;08717648151590;70801G1913525;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (70801G1913655);8.5.2018 14:50;1;"";31.7.2020;08717648151590;70801G1913655;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (70801G1913737);15.2.2018 8:59;1;"";31.7.2020;08717648151590;70801G1913737;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (70801G1913918);6.2.2018 9:29;1;"";31.7.2020;08717648151590;70801G1913918;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (70801G1914016);15.2.2018 8:45;-1;"";31.7.2020;08717648151590;70801G1914016;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (70801G1914017);8.5.2018 14:44;-3;"";31.7.2020;08717648151590;70801G1914017;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 12 mm/RX (71113G1913641);21.5.2018 14:06;1;"";31.10.2020;08717648151590;71113G1913641;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 15 mm/RX (60929G1);4.9.2017 9:21;-4;"";31.8.2019;08717648151606;60929G1;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 15 mm/RX (60929G1913106);30.8.2017 9:23;1;"";31.8.2019;08717648151606;60929G1913106;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 15 mm/RX (60929G1913107);17.8.2017 11:11;1;"";31.8.2019;08717648151606;60929G1913107;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 15 mm/RX (60929G1913871);4.9.2017 9:51;1;"";31.8.2019;08717648151606;60929G1913871;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 15 mm/RX (70616G1913178);29.1.2018 10:33;1;"";31.5.2020;08717648151606;70616G1913178;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 15 mm/RX (70616G1913504);29.1.2018 10:29;-1;"";31.5.2020;08717648151606;70616G1913504;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 15 mm/RX (71027G1913054);21.5.2018 14:11;1;"";30.9.2020;08717648151606;71027G1913054;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 15 mm/RX (71027G1913059);9.3.2018 14:37;1;"";30.9.2020;08717648151606;71027G1913059;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 15 mm/RX (71027G1913110);21.5.2018 13:56;-2;"";30.9.2020;08717648151606;71027G1913110;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 15 mm/RX (71027G1913258);28.2.2018 10:22;1;"";30.9.2020;08717648151606;71027G1913258;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 8 mm/RX (61101G1913121);15.2.2018 8:58;1;"";31.10.2019;08717648151583;61101G1913121;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 8 mm/RX (61101G1913216);8.2.2018 12:37;1;"";31.10.2019;08717648151583;61101G1913216;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 8 mm/RX (61101G1913288);10.4.2018 10:24;-1;"";31.10.2019;08717648151583;61101G1913288;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 8 mm/RX (61101G1913418);15.2.2018 8:48;-1;"";31.10.2019;08717648151583;61101G1913418;Peijas Kaupintavarasto TREK
Abbott NC TREK 1.5 mm x 8 mm/RX (70922G1913271);10.4.2018 10:28;1;"";31.8.2020;08717648151583;70922G1913271;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (61208G1);28.3.2017 10:32;-3;"";30.11.2019;08717648151644;61208G1;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (61208G1913198);28.3.2017 10:32;-1;"";30.11.2019;08717648151644;61208G1913198;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (61208G1914364);28.2.2017 12:51;1;"";30.11.2019;08717648151644;61208G1914364;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70118G1913459);20.7.2017 13:21;-7;"";31.12.2019;08717648151644;70118G1913459;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70118G1913460);15.6.2017 14:27;-1;"";31.12.2019;08717648151644;70118G1913460;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70118G1913770);10.5.2017 15:12;1;"";31.12.2019;08717648151644;70118G1913770;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70118G1913771);9.5.2017 11:48;1;"";31.12.2019;08717648151644;70118G1913771;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70321G1913194);11.8.2017 10:46;-2;"";29.2.2020;08717648151644;70321G1913194;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70321G1914015);20.7.2017 13:51;1;"";29.2.2020;08717648151644;70321G1914015;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70321G1914814);15.6.2017 14:37;1;"";29.2.2020;08717648151644;70321G1914814;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70605G1913082);19.9.2017 11:27;-5;"";31.5.2020;08717648151644;70605G1913082;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70605G1913149);25.8.2017 11:20;1;"";31.5.2020;08717648151644;70605G1913149;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70605G1913514);21.8.2017 8:06;1;"";31.5.2020;08717648151644;70605G1913514;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70605G1913524);24.8.2017 13:23;1;"";31.5.2020;08717648151644;70605G1913524;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70605G1913534);21.8.2017 8:06;1;"";31.5.2020;08717648151644;70605G1913534;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70605G1913537);30.11.2017 13:26;-2;"";31.5.2020;08717648151644;70605G1913537;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70605G1914215);4.9.2017 9:51;1;"";31.5.2020;08717648151644;70605G1914215;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70605G1914217);31.8.2017 15:18;1;"";31.5.2020;08717648151644;70605G1914217;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70605G1915468);2.8.2017 13:08;1;"";31.5.2020;08717648151644;70605G1915468;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70704G1913570);21.11.2017 14:04;-1;"";30.6.2020;08717648151644;70704G1913570;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70704G1913635);13.10.2017 14:21;1;"";30.6.2020;08717648151644;70704G1913635;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70704G1914021);6.10.2017 13:17;1;"";30.6.2020;08717648151644;70704G1914021;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70704G1914356);12.12.2017 14:01;-1;"";30.6.2020;08717648151644;70704G1914356;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70904G1914371);30.11.2017 13:32;1;"";31.8.2020;08717648151644;70904G1914371;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70905G1913037);8.1.2018 13:19;-1;"";31.8.2020;08717648151644;70905G1913037;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (70905G1913038);12.12.2017 14:04;1;"";31.8.2020;08717648151644;70905G1913038;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (71102G1913507);7.3.2018 13:34;-1;"";31.10.2020;08717648151644;71102G1913507;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (71102G1913682);7.3.2018 13:45;1;"";31.10.2020;08717648151644;71102G1913682;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (71102G1914239);23.2.2018 14:33;-1;"";31.10.2020;08717648151644;71102G1914239;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (71102G1914243);8.1.2018 13:36;1;"";31.10.2020;08717648151644;71102G1914243;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (71102G1914358);4.4.2018 8:37;-1;"";31.10.2020;08717648151644;71102G1914358;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (71102G1914693);23.2.2018 14:37;1;"";31.10.2020;08717648151644;71102G1914693;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (80102G1914121);24.4.2018 13:51;1;"";31.12.2020;08717648151644;80102G1914121;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (80102G1914217);17.5.2018 11:30;-1;"";31.12.2020;08717648151644;80102G1914217;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (80207G1913942);21.5.2018 14:06;1;"";31.1.2021;08717648151644;80207G1913942;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (80207G1914159);27.4.2018 12:35;1;"";31.1.2021;08717648151644;80207G1914159;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 12 mm/RX (80207G1914267);28.5.2018 9:57;1;"";31.1.2021;08717648151644;80207G1914267;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (61109G1);12.4.2017 13:33;-3;"";31.10.2019;08717648151651;61109G1;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70118G1913193);13.6.2017 14:03;-2;"";31.12.2019;08717648151651;70118G1913193;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70118G1914605);19.4.2017 13:00;1;"";31.12.2019;08717648151651;70118G1914605;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1913224);18.10.2017 14:32;-4;"";31.1.2020;08717648151651;70221G1913224;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1913231);12.9.2017 13:11;-3;"";31.1.2020;08717648151651;70221G1913231;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1913836);11.8.2017 14:46;-3;"";31.1.2020;08717648151651;70221G1913836;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1913868);12.9.2017 13:13;1;"";31.1.2020;08717648151651;70221G1913868;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1913870);7.9.2017 10:41;1;"";31.1.2020;08717648151651;70221G1913870;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1913872);7.9.2017 10:49;1;"";31.1.2020;08717648151651;70221G1913872;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1914239);12.9.2017 13:13;1;"";31.1.2020;08717648151651;70221G1914239;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1915011);23.5.2017 13:25;-1;"";31.1.2020;08717648151651;70221G1915011;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1915360);11.8.2017 14:47;1;"";31.1.2020;08717648151651;70221G1915360;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1915404);11.8.2017 14:47;1;"";31.1.2020;08717648151651;70221G1915404;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1915408);2.8.2017 13:08;1;"";31.1.2020;08717648151651;70221G1915408;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1915496);13.6.2017 14:07;1;"";31.1.2020;08717648151651;70221G1915496;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1915497);15.6.2017 14:38;1;"";31.1.2020;08717648151651;70221G1915497;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1916004);26.7.2017 11:32;1;"";31.1.2020;08717648151651;70221G1916004;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70221G1916118);28.8.2017 10:16;1;"";31.1.2020;08717648151651;70221G1916118;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70831G1913626);24.11.2017 10:53;-1;"";31.7.2020;08717648151651;70831G1913626;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70831G1913829);27.10.2017 14:52;1;"";31.7.2020;08717648151651;70831G1913829;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70925G1913642);16.1.2018 13:21;-1;"";31.8.2020;08717648151651;70925G1913642;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70925G1913654);28.12.2017 13:02;1;"";31.8.2020;08717648151651;70925G1913654;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70925G1913816);7.12.2017 14:27;1;"";31.8.2020;08717648151651;70925G1913816;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (70925G1914577);28.12.2017 12:58;-1;"";31.8.2020;08717648151651;70925G1914577;Peijas Kaupintavarasto TREK
Abbott NC TREK 2.0 mm x 15 mm/RX (71111G1913020);8.2.2018 12:33;-1;"";31.10.2020;08717648151651;71111G1913020;Peijas Kaupintavarasto TREK
